unix_timestamp,eda
1736211473905095,0.015337579883635044
1736211474155069,0.012852438725531101
1736211474405043,0.016687888652086258
1736211474655017,0.016630427911877632
1736211474904991,0.014446951448917389
1736211475154965,0.012622598558664322
1736211475404939,0.016774078831076622
1736211475654913,0.01413092203438282
1736211475904887,0.014978455379605293
1736211476154861,0.013671242631971836
1736211476404835,0.01377179753035307
1736211476654809,0.013972906395792961
1736211476904783,0.014231476932764053
1736211477154757,0.013786162249743938
1736211477404731,0.014288936741650105
1736211477654705,0.015524324961006641
1736211477904679,0.013498862273991108
1736211478154653,0.01377179753035307
1736211478404627,0.014705521054565907
1736211478654601,0.014935360290110111
1736211478904575,0.013872352428734303
1736211479154549,0.013656876981258392
1736211479404523,0.014188381843268871
1736211479654497,0.01347013283520937
1736211479904471,0.014604966156184673
1736211480154445,0.014403856359422207
1736211480404418,0.018066925927996635
1736211480654392,0.015035915188491344
1736211480904366,0.015955274924635887
1736211481154340,0.014446951448917389
1736211481404314,0.018382955342531204
1736211481654288,0.018268035724759102
1736211481904262,0.017506692558526993
1736211482154236,0.011329750530421734
1736211482404210,0.012924263253808022
1736211482654184,0.013972906395792961
1736211482904158,0.013944176957011223
1736211483154132,0.016716618090867996
1736211483404106,0.015926543623209
1736211483654080,0.01816748082637787
1736211483904054,0.015035915188491344
1736211484154028,0.01756415143609047
1736211484404002,0.014087826944887638
1736211484653976,0.01812438666820526
1736211484903950,0.011071180924773216
1736211485153924,0.0194746945053339
1736211485403898,0.017133202403783798
1736211485653872,0.016429318115115166
1736211485903846,0.019718898460268974
1736211486153820,0.016774078831076622
1736211486403794,0.016888998448848724
1736211486653768,0.014849171042442322
1736211486903742,0.01487790048122406
1736211487153716,0.014777345582842827
1736211487403690,0.01548122987151146
1736211487653664,0.013355212286114693
1736211487903638,0.013455767184495926
1736211488153612,0.01487790048122406
1736211488403586,0.013944176957011223
1736211488653560,0.013053548522293568
1736211488903534,0.010712056420743465
1736211489153508,0.013728702440857887
1736211489403482,0.013857986778020859
1736211489653456,0.014260206371545792
1736211489903430,0.012924263253808022
1736211490153404,0.014475680887699127
1736211490403378,0.017449231818318367
1736211490653352,0.013585052452981472
1736211490903326,0.006776052061468363
1736211491153300,0.015725433826446533
1736211491403274,0.01487790048122406
1736211491653248,0.014188381843268871
1736211491903222,0.014159651473164558
1736211492153196,0.012996087782084942
1736211492403170,0.01316846814006567
1736211492653144,0.013269023038446903
1736211492903118,0.01361378189176321
1736211493153092,0.013024818152189255
1736211493403066,0.014016001485288143
1736211493653040,0.011013721115887165
1736211493903014,0.014073461294174194
1736211494152988,0.013269023038446903
1736211494402962,0.013369577936828136
1736211494652936,0.013513227924704552
1736211494902910,0.01354195736348629
1736211495152884,0.011559589765965939
1736211495402858,0.013642512261867523
1736211495652832,0.013010453432798386
1736211495902806,0.013857986778020859
1736211496152780,0.01391544658690691
1736211496402754,0.01318283285945654
1736211496652728,0.013642512261867523
1736211496902702,0.01414528675377369
1736211497152676,0.014346396550536156
1736211497402650,0.01354195736348629
1736211497652624,0.013814891688525677
1736211497902598,0.014303301461040974
1736211498152572,0.014016001485288143
1736211498402546,0.012924263253808022
1736211498652520,0.013427037745714188
1736211498902494,0.014490046538412571
1736211499152468,0.014087826944887638
1736211499402442,0.01279497891664505
1736211499652416,0.013987272046506405
1736211499902390,0.0121341897174716
1736211500152364,0.013398307375609875
1736211500402338,0.014087826944887638
1736211500652312,0.014001636765897274
1736211500902286,0.014432585798203945
1736211501152260,0.014245841652154922
1736211501402234,0.013556322082877159
1736211501652207,0.01555305439978838
1736211501902181,0.014461316168308258
1736211502152155,0.014762980863451958
1736211502402129,0.013154103420674801
1736211502652103,0.014174016192555428
1736211502902077,0.013642512261867523
1736211503152051,0.014403856359422207
1736211503402025,0.012996087782084942
1736211503651999,0.012177284806966782
1736211503901973,0.013872352428734303
1736211504151947,0.011085545644164085
1736211504401921,0.013283387757837772
1736211504651895,0.014820440672338009
1736211504901869,0.01382925733923912
1736211505151843,0.013570687733590603
1736211505401817,0.013269023038446903
1736211505651791,0.011502129957079887
1736211505901765,0.01421711128205061
1736211506151739,0.014030367136001587
1736211506401713,0.011387210339307785
1736211506651687,0.011315385811030865
1736211506901661,0.013369577936828136
1736211507151635,0.013556322082877159
1736211507401609,0.015222660265862942
1736211507651583,0.011976175010204315
1736211507901557,0.013743067160248756
1736211508151531,0.013326482847332954
1736211508401505,0.01384362205862999
1736211508651479,0.010927530936896801
1736211508901453,0.015021550469100475
1736211509151427,0.014016001485288143
1736211509401401,0.01377179753035307
1736211509651375,0.01390108186751604
1736211509901349,0.011990539729595184
1736211510151323,0.01352759264409542
1736211510401297,0.013714336790144444
1736211510651271,0.013053548522293568
1736211510901245,0.011257926002144814
1736211511151219,0.013814891688525677
1736211511401193,0.013800526969134808
1736211511651167,0.01354195736348629
1736211511901141,0.013570687733590603
