unix_timestamp,eda
1736211473.905095,0.014738266363272533
1736211473.92072,0.014739454034868303
1736211473.936345,0.014741823106553129
1736211473.95197,0.014745361063892905
1736211473.967595,0.01475004920666369
1736211473.98322,0.014755862734502247
1736211473.998845,0.014762770860994317
1736211474.01447,0.014770738957035325
1736211474.030095,0.014779724447389352
1736211474.04572,0.014789679299588254
1736211474.061345,0.01480055028252515
1736211474.07697,0.014812280389184411
1736211474.092595,0.014824806925804257
1736211474.10822,0.014838062844620322
1736211474.123845,0.01485197707659576
1736211474.13947,0.014866474889425734
1736211474.155095,0.01488147826968657
1736211474.17072,0.014896906327810976
1736211474.186345,0.014912675724369152
1736211474.20197,0.014928701115923843
1736211474.217595,0.014944895618508175
1736211474.23322,0.014961171286551946
1736211474.248845,0.014977439604859002
1736211474.26447,0.014993610228242991
1736211474.280095,0.015009595259809728
1736211474.29572,0.015025307741376146
1736211474.311345,0.015040662146807495
1736211474.32697,0.015055574178901722
1736211474.342595,0.015069962627972546
1736211474.35822,0.015083749239468864
1736211474.373845,0.015096859200474749
1736211474.38947,0.01510922160894452
1736211474.405095,0.015120769921933428
1736211474.42072,0.01513144237911323
1736211474.436345,0.015141182397931906
1736211474.45197,0.01514993893689006
1736211474.467595,0.015157666823562585
1736211474.48322,0.015164327044193493
1736211474.498845,0.015169886991933074
1736211474.51447,0.015174320564954897
1736211474.530095,0.015177608551367459
1736211474.54572,0.015179738616567589
1736211474.561345,0.015180705369719319
1736211474.57697,0.01518051084150438
1736211474.592595,0.015179163563646243
1736211474.60822,0.015176678887967676
1736211474.623845,0.015173078841293054
1736211474.63947,0.015168391929390693
1736211474.655095,0.015162652891153578
1736211474.67072,0.01515590240470022
1736211474.686345,0.015148186747551574
1736211474.70197,0.01513955741349966
1736211474.717595,0.015130070689222426
1736211474.73322,0.015119787194112036
1736211474.748845,0.01510877138716508
1736211474.76447,0.015097091674372495
1736211474.780095,0.01508481851536703
1736211474.79572,0.015072024584935218
1736211474.811345,0.015058784195515462
1736211474.82697,0.015045172739533154
1736211474.842595,0.015031266031886826
1736211474.85822,0.01501713974574339
1736211474.873845,0.015002868825443938
1736211474.88947,0.014988526911122966
1736211474.905095,0.014974185780112535
1736211474.92072,0.014959914810028866
1736211474.936345,0.014945780468212095
1736211474.95197,0.014931845831913048
1736211474.967595,0.014918170143296288
1736211474.98322,0.014904808402961683
1736211474.998845,0.014891811005280278
1736211475.01447,0.014879224572526446
1736211475.030095,0.014867089208954742
1736211475.04572,0.014855439614593723
1736211475.061345,0.014844304913456768
1736211475.07697,0.014833708547390552
1736211475.092595,0.014823668167221428
1736211475.10822,0.014814195628067395
1736211475.123845,0.01480529701884304
1736211475.13947,0.014796972741527931
1736211475.155095,0.014789217638514485
1736211475.17072,0.014782021165902938
1736211475.186345,0.014775367610192684
1736211475.20197,0.014769236345436934
1736211475.217595,0.01476360212758391
1736211475.23322,0.014758435422427923
