unix_timestamp,bvp
1736211473659092,0.0
1736211473674717,6.577372550964355e-05
1736211473690342,0.0005977460532449186
1736211473705967,0.002734817797318101
1736211473721592,0.00854120496660471
1736211473737217,0.02065798081457615
1736211473752842,0.04119754955172539
1736211473768467,0.07004385441541672
1736211473784092,0.10365182906389236
1736211473799717,0.13550914824008942
1736211473815342,0.15819238126277924
1736211473830967,0.1660187691450119
1736211473846592,0.15704463422298431
1736211473862217,0.1332048922777176
1736211473877842,0.09841184318065643
1736211473893467,0.0561828650534153
1736211473909092,0.008664526045322418
1736211473924717,-0.042817726731300354
1736211473940342,-0.09687483310699463
1736211473955967,-0.1516229212284088
1736211473971592,-0.2046765685081482
1736211473987217,-0.25334158539772034
1736211474002842,-0.29493191838264465
1736211474018467,-0.3271506428718567
1736211474034092,-0.3484049439430237
1736211474049717,-0.35795119404792786
1736211474065342,-0.35586023330688477
1736211474080967,-0.3428725004196167
1736211474096592,-0.32022935152053833
1736211474112217,-0.28952473402023315
1736211474127842,-0.2525709569454193
1736211474143467,-0.2112674117088318
1736211474159092,-0.167480006814003
1736211474174717,-0.12293850630521774
1736211474190342,-0.07915014028549194
1736211474205967,-0.03733532875776291
1736211474221592,0.0016043931245803833
1736211474237217,0.03708436340093613
1736211474252842,0.06881390511989594
1736211474268467,0.09677469730377197
1736211474284092,0.12120509147644043
1736211474299717,0.14256052672863007
1736211474315342,0.16141583025455475
1736211474330967,0.17831604182720184
1736211474346592,0.19362440705299377
1736211474362217,0.20742571353912354
1736211474377842,0.21952030062675476
1736211474393467,0.22950175404548645
1736211474409092,0.2368735671043396
1736211474424717,0.24116021394729614
1736211474440342,0.24200114607810974
1736211474455967,0.23923197388648987
1736211474471592,0.23294034600257874
1736211474487217,0.22347235679626465
1736211474502842,0.21139109134674072
1736211474518467,0.19741669297218323
1736211474534092,0.18237164616584778
1736211474549717,0.16712962090969086
1736211474565342,0.1525489091873169
1736211474580967,0.1393902599811554
1736211474596592,0.12825186550617218
1736211474612217,0.11954519152641296
1736211474627842,0.1135069876909256
1736211474643467,0.11022999882698059
1736211474659092,0.10967154800891876
1736211474674717,0.11165641248226166
1736211474690342,0.11603255569934845
1736211474705967,0.12293090671300888
1736211474721592,0.13267669081687927
1736211474737217,0.14514565467834473
1736211474752842,0.15900830924510956
1736211474768467,0.17148058116436005
1736211474784092,0.1788414567708969
1736211474799717,0.1775052398443222
1736211474815342,0.1651706099510193
1736211474830967,0.14160187542438507
1736211474846592,0.1088167205452919
1736211474862217,0.07070886343717575
1736211474877842,0.03231549263000488
1736211474893467,-0.0009917691349983215
1736211474909092,-0.024149663746356964
1736211474924717,-0.03276056796312332
1736211474940342,-0.023249156773090363
1736211474955967,0.0069186389446258545
1736211474971592,0.05875804275274277
1736211474987217,0.13112184405326843
1736211475002842,0.22024627029895782
1736211475018467,0.31978461146354675
1736211475034092,0.42118126153945923
1736211475049717,0.5142050981521606
1736211475065342,0.5880250930786133
1736211475080967,0.6330980062484741
1736211475096592,0.6432890295982361
1736211475112217,0.6172565221786499
1736211475127842,0.5585011839866638
1736211475143467,0.474161833524704
1736211475159092,0.3731319010257721
1736211475174717,0.2642127275466919
1736211475190342,0.15488716959953308
1736211475205967,0.05087682604789734
1736211475221592,-0.04377135634422302
1736211475237217,-0.1264209747314453
1736211475252842,-0.19562995433807373
1736211475268467,-0.2510474920272827
1736211475284092,-0.2933999300003052
1736211475299717,-0.324496328830719
1736211475315342,-0.34712424874305725
1736211475330967,-0.36471888422966003
1736211475346592,-0.38081949949264526
1736211475362217,-0.3984827995300293
1736211475377842,-0.41986072063446045
1736211475393467,-0.44603100419044495
1736211475409092,-0.4770747423171997
1736211475424717,-0.5123184323310852
1736211475440342,-0.550508975982666
1736211475455967,-0.5898239612579346
1736211475471592,-0.6279830932617188
1736211475487217,-0.66266930103302
1736211475502842,-0.6920521259307861
1736211475518467,-0.715083122253418
1736211475534092,-0.7314813137054443
1736211475549717,-0.7415590286254883
1736211475565342,-0.7460215091705322
1736211475580967,-0.7457316517829895
1736211475596592,-0.7414586544036865
1736211475612217,-0.7337411046028137
1736211475627842,-0.7228761911392212
1736211475643467,-0.7089299559593201
1736211475659092,-0.6917687654495239
1736211475674717,-0.6711214780807495
1736211475690342,-0.6466027498245239
1736211475705967,-0.6176770925521851
1736211475721592,-0.5836675763130188
1736211475737217,-0.543974757194519
1736211475752842,-0.49848613142967224
1736211475768467,-0.44787511229515076
1736211475784092,-0.3935067057609558
1736211475799717,-0.3370065987110138
1736211475815342,-0.27983757853507996
1736211475830967,-0.22311536967754364
1736211475846592,-0.16757361590862274
1736211475862217,-0.1135360598564148
1736211475877842,-0.06094785034656525
1736211475893467,-0.009577527642250061
1736211475909092,0.0406469851732254
1736211475924717,0.08932673931121826
1736211475940342,0.13545390963554382
1736211475955967,0.17750033736228943
1736211475971592,0.21368570625782013
1736211475987217,0.2423575222492218
1736211476002842,0.2624205946922302
1736211476018467,0.2737620770931244
1736211476034092,0.27754372358322144
1736211476049717,0.2761111557483673
1736211476065342,0.2724970877170563
1736211476080967,0.2698651850223541
1736211476096592,0.27111855149269104
1736211476112217,0.27861082553863525
1736211476127842,0.2939393222332001
1736211476143467,0.3178948163986206
1736211476159092,0.3505857288837433
1736211476174717,0.39174413681030273
1736211476190342,0.4412088692188263
1736211476205967,0.4992206394672394
1736211476221592,0.5659652948379517
1736211476237217,0.640514612197876
1736211476252842,0.7199621200561523
1736211476268467,0.7992367744445801
1736211476284092,0.8716646432876587
1736211476299717,0.9301060438156128
1736211476315342,0.9682284593582153
1736211476330967,0.9816375970840454
1736211476346592,0.9687374234199524
1736211476362217,0.9309278726577759
1736211476377842,0.8720260262489319
1736211476393467,0.797408938407898
1736211476409092,0.713209331035614
1736211476424717,0.6254531741142273
1736211476440342,0.5390917658805847
1736211476455967,0.45720499753952026
1736211476471592,0.3807271420955658
1736211476487217,0.3087315857410431
1736211476502842,0.23897385597229004
1736211476518467,0.16841629147529602
1736211476534092,0.09373582899570465
1736211476549717,0.011932805180549622
1736211476565342,-0.07900109887123108
1736211476580967,-0.17949464917182922
1736211476596592,-0.28808993101119995
1736211476612217,-0.4017511308193207
1736211476627842,-0.5167096853256226
1736211476643467,-0.6290966272354126
1736211476659092,-0.7349684238433838
1736211476674717,-0.8301237225532532
1736211476690342,-0.9100882411003113
1736211476705967,-0.9703417420387268
1736211476721592,-1.0068299770355225
1736211476737217,-1.016702651977539
1736211476752842,-0.9990463852882385
1736211476768467,-0.9553751945495605
1736211476784092,-0.8896488547325134
1736211476799717,-0.8076436519622803
1736211476815342,-0.7158175706863403
1736211476830967,-0.6201393008232117
1736211476846592,-0.5252636671066284
1736211476862217,-0.43409091234207153
1736211476877842,-0.34761399030685425
1736211476893467,-0.2650737166404724
1736211476909092,-0.1844993382692337
1736211476924717,-0.10353483259677887
1736211476940342,-0.020250782370567322
1736211476955967,0.06624981760978699
1736211476971592,0.1555263102054596
1736211476987217,0.24597804248332977
1736211477002842,0.33538299798965454
1736211477018467,0.4212236702442169
1736211477034092,0.5005159378051758
1736211477049717,0.5695806741714478
1736211477065342,0.6243287920951843
1736211477080967,0.6610923409461975
1736211477096592,0.6775539517402649
1736211477112217,0.673327624797821
1736211477127842,0.6500214338302612
1736211477143467,0.6108273267745972
1736211477159092,0.5598069429397583
1736211477174717,0.5011318325996399
1736211477190342,0.4385293126106262
1736211477205967,0.3750329613685608
1736211477221592,0.31294044852256775
1736211477237217,0.25384703278541565
1736211477252842,0.19872169196605682
1736211477268467,0.1480623036623001
1736211477284092,0.10213227570056915
1736211477299717,0.061189066618680954
1736211477315342,0.02558121085166931
1736211477330967,-0.004347525537014008
1736211477346592,-0.028445638716220856
1736211477362217,-0.0467999167740345
1736211477377842,-0.05958325415849686
1736211477393467,-0.06692111492156982
1736211477409092,-0.06894049793481827
1736211477424717,-0.06594351679086685
1736211477440342,-0.05854812636971474
1736211477455967,-0.0477164201438427
1736211477471592,-0.03478143736720085
1736211477487217,-0.02155502885580063
1736211477502842,-0.010353799909353256
1736211477518467,-0.0038280226290225983
1736211477534092,-0.004692725837230682
1736211477549717,-0.015385432168841362
1736211477565342,-0.037595637142658234
1736211477580967,-0.07177978754043579
1736211477596592,-0.1168917641043663
1736211477612217,-0.1704736351966858
1736211477627842,-0.22906126081943512
1736211477643467,-0.28871089220046997
1736211477659092,-0.34548425674438477
1736211477674717,-0.3958783745765686
1736211477690342,-0.43727031350135803
1736211477705967,-0.4683453440666199
1736211477721592,-0.4892926812171936
1736211477737217,-0.5015348196029663
1736211477752842,-0.5069624781608582
1736211477768467,-0.5069845914840698
1736211477784092,-0.501933217048645
1736211477799717,-0.4911366105079651
1736211477815342,-0.4734809398651123
1736211477830967,-0.44806206226348877
1736211477846592,-0.41467779874801636
1736211477862217,-0.3741162419319153
1736211477877842,-0.3282160460948944
1736211477893467,-0.2796187400817871
1736211477909092,-0.23127204179763794
1736211477924717,-0.18595507740974426
1736211477940342,-0.14598321914672852
1736211477955967,-0.11291629076004028
1736211477971592,-0.08714818954467773
1736211477987217,-0.067599356174469
1736211478002842,-0.0518343448638916
1736211478018467,-0.036749035120010376
1736211478034092,-0.019565075635910034
1736211478049717,0.0014545023441314697
1736211478065342,0.026874452829360962
1736211478080967,0.05632263422012329
1736211478096592,0.08883291482925415
1736211478112217,0.1233280599117279
1736211478127842,0.15920644998550415
1736211478143467,0.19662848114967346
1736211478159092,0.23629853129386902
1736211478174717,0.27910634875297546
1736211478190342,0.32584148645401
1736211478205967,0.3768327832221985
1736211478221592,0.4316049814224243
1736211478237217,0.4887700378894806
1736211478252842,0.5460861921310425
1736211478268467,0.6005522608757019
1736211478284092,0.6486061811447144
1736211478299717,0.6865830421447754
1736211478315342,0.7114691734313965
1736211478330967,0.7216981649398804
1736211478346592,0.7174903154373169
1736211478362217,0.7004632949829102
1736211478377842,0.6727962493896484
1736211478393467,0.636488676071167
1736211478409092,0.5931190252304077
1736211478424717,0.5441539287567139
1736211478440342,0.49145370721817017
1736211478455967,0.4375752806663513
1736211478471592,0.3857949376106262
1736211478487217,0.33989614248275757
1736211478502842,0.3036516308784485
1736211478518467,0.2800225615501404
1736211478534092,0.27040672302246094
1736211478549717,0.2743293046951294
1736211478565342,0.28960034251213074
1736211478580967,0.31267717480659485
1736211478596592,0.339123398065567
1736211478612217,0.36421599984169006
1736211478627842,0.3836379945278168
1736211478643467,0.39407584071159363
1736211478659092,0.39359062910079956
1736211478674717,0.3817194104194641
1736211478690342,0.3592681884765625
1736211478705967,0.3277519643306732
1736211478721592,0.28864768147468567
1736211478737217,0.2428576797246933
1736211478752842,0.1905352622270584
1736211478768467,0.13114379346370697
1736211478784092,0.06388969719409943
1736211478799717,-0.011387452483177185
1736211478815342,-0.09348131716251373
1736211478830967,-0.17985165119171143
1736211478846592,-0.2671099901199341
1736211478862217,-0.35117632150650024
1736211478877842,-0.42711302638053894
1736211478893467,-0.48955243825912476
1736211478909092,-0.5339599251747131
1736211478924717,-0.5577675700187683
1736211478940342,-0.5606904625892639
1736211478955967,-0.5444307327270508
1736211478971592,-0.5121728181838989
1736211478987217,-0.46808862686157227
1736211479002842,-0.4168872535228729
1736211479018467,-0.3633846044540405
1736211479034092,-0.312103807926178
