unix_timestamp,temperature
1736212292656442,32.4609375
1736212293656443,32.4609375
1736212294656445,32.4375
1736212295656446,32.4609375
1736212296656448,32.453125
1736212297656450,32.46875
1736212298656451,32.46875
1736212299656453,32.4609375
1736212300656454,32.4453125
1736212301656456,32.453125
1736212302656458,32.453125
1736212303656459,32.4609375
1736212304656461,32.453125
1736212305656462,32.453125
1736212306656464,32.4765625
1736212307656466,32.46875
1736212308656467,32.46875
1736212309656469,32.4609375
1736212310656470,32.4609375
1736212311656472,32.4609375
1736212312656474,32.4609375
1736212313656475,32.453125
1736212314656477,32.4609375
1736212315656478,32.46875
1736212316656480,32.4609375
1736212317656482,32.453125
1736212318656483,32.453125
1736212319656485,32.4609375
1736212320656486,32.4765625
1736212321656488,32.4765625
1736212322656490,32.4375
1736212323656491,32.46875
1736212324656493,32.4609375
1736212325656494,32.453125
1736212326656496,32.46875
1736212327656498,32.484375
1736212328656499,32.46875
1736212329656501,32.484375
1736212330656502,32.46875
1736212331656504,32.4765625
1736212332656506,32.4765625
1736212333656508,32.4765625
1736212334656509,32.4921875
1736212335656511,32.4765625
1736212336656512,32.484375
1736212337656514,32.46875
1736212338656516,32.484375
1736212339656517,32.484375
1736212340656519,32.4921875
1736212341656520,32.4765625
1736212342656522,32.484375
1736212343656524,32.4921875
1736212344656525,32.484375
1736212345656527,32.484375
1736212346656528,32.46875
1736212347656530,32.484375
1736212348656532,32.484375
1736212349656533,32.4921875
1736212350656535,32.4921875
1736212351656536,32.5
1736212352656538,32.4921875
1736212353656540,32.5
1736212354656541,32.4921875
1736212355656543,32.4921875
1736212356656544,32.4921875
1736212357656546,32.4921875
1736212358656548,32.5
1736212359656549,32.5078125
1736212360656551,32.4921875
1736212361656552,32.4921875
1736212362656554,32.5
1736212363656556,32.5078125
1736212364656557,32.5
1736212365656559,32.5078125
1736212366656560,32.5078125
1736212367656562,32.5
1736212368656564,32.4921875
1736212369656565,32.5
1736212370656567,32.5078125
1736212371656568,32.515625
1736212372656570,32.5078125
1736212373656572,32.515625
1736212374656574,32.5
1736212375656575,32.515625
1736212376656576,32.5
1736212377656578,32.5078125
1736212378656580,32.515625
1736212379656582,32.5078125
1736212380656583,32.515625
1736212381656585,32.5078125
1736212382656586,32.5
1736212383656588,32.515625
1736212384656590,32.515625
1736212385656591,32.5078125
1736212386656593,32.5234375
1736212387656594,32.53125
1736212388656596,32.515625
1736212389656598,32.5
1736212390656599,32.53125
1736212391656601,32.5234375
1736212392656602,32.53125
1736212393656604,32.53125
1736212394656606,32.53125
1736212395656607,32.53125
1736212396656609,32.5234375
1736212397656610,32.53125
1736212398656612,32.5390625
1736212399656614,32.5234375
1736212400656615,32.53125
1736212401656617,32.53125
1736212402656618,32.53125
1736212403656620,32.53125
1736212404656622,32.5390625
1736212405656623,32.53125
1736212406656625,32.546875
1736212407656626,32.5390625
1736212408656628,32.5390625
1736212409656630,32.5390625
1736212410656631,32.53125
1736212411656633,32.546875
1736212412656634,32.5390625
1736212413656636,32.546875
1736212414656638,32.5390625
1736212415656640,32.546875
1736212416656641,32.53125
1736212417656642,32.5390625
1736212418656644,32.546875
1736212419656646,32.546875
1736212420656648,32.5390625
1736212421656649,32.5390625
1736212422656651,32.5390625
1736212423656652,32.5234375
1736212424656654,32.546875
1736212425656656,32.546875
1736212426656657,32.5546875
1736212427656659,32.546875
1736212428656660,32.5546875
1736212429656662,32.5390625
1736212430656664,32.5546875
1736212431656665,32.53125
1736212432656667,32.53125
1736212433656668,32.546875
1736212434656670,32.546875
1736212435656672,32.546875
1736212436656673,32.546875
1736212437656675,32.5546875
1736212438656676,32.546875
1736212439656678,32.5546875
1736212440656680,32.53125
1736212441656681,32.5390625
1736212442656683,32.5625
1736212443656684,32.546875
1736212444656686,32.546875
1736212445656688,32.5390625
1736212446656689,32.546875
1736212447656691,32.5625
1736212448656692,32.5546875
1736212449656694,32.546875
1736212450656696,32.5625
1736212451656697,32.5546875
1736212452656699,32.546875
1736212453656700,32.5390625
1736212454656702,32.5625
1736212455656704,32.5625
1736212456656705,32.5546875
1736212457656707,32.5546875
1736212458656708,32.5546875
1736212459656710,32.5546875
1736212460656712,32.5625
1736212461656714,32.5546875
1736212462656715,32.5625
1736212463656717,32.5546875
1736212464656718,32.5625
1736212465656720,32.5703125
1736212466656722,32.578125
1736212467656723,32.578125
1736212468656725,32.5703125
1736212469656726,32.578125
1736212470656728,32.5703125
1736212471656730,32.5625
1736212472656731,32.5703125
1736212473656733,32.5703125
1736212474656734,32.5703125
1736212475656736,32.578125
1736212476656738,32.5625
1736212477656739,32.5703125
1736212478656741,32.5625
1736212479656742,32.5703125
1736212480656744,32.578125
1736212481656746,32.578125
1736212482656747,32.578125
1736212483656749,32.5703125
1736212484656750,32.5859375
1736212485656752,32.5703125
1736212486656754,32.578125
1736212487656755,32.5703125
1736212488656757,32.578125
1736212489656758,32.5703125
1736212490656760,32.5859375
1736212491656762,32.5859375
1736212492656763,32.5859375
1736212493656765,32.578125
1736212494656766,32.578125
1736212495656768,32.59375
1736212496656770,32.5859375
1736212497656771,32.5859375
1736212498656773,32.609375
1736212499656774,32.5859375
1736212500656776,32.6015625
1736212501656778,32.5859375
1736212502656780,32.6015625
1736212503656781,32.59375
1736212504656782,32.59375
1736212505656784,32.5859375
1736212506656786,32.6171875
1736212507656788,32.6015625
1736212508656789,32.609375
1736212509656791,32.59375
1736212510656792,32.609375
1736212511656794,32.609375
1736212512656796,32.609375
1736212513656797,32.609375
1736212514656799,32.6171875
1736212515656800,32.59375
1736212516656802,32.625
1736212517656804,32.6171875
1736212518656805,32.6015625
1736212519656807,32.6015625
1736212520656808,32.6015625
1736212521656810,32.609375
1736212522656812,32.609375
1736212523656813,32.609375
1736212524656815,32.6015625
1736212525656816,32.625
1736212526656818,32.6328125
1736212527656820,32.6015625
1736212528656821,32.625
1736212529656823,32.625
1736212530656824,32.6015625
1736212531656826,32.609375
1736212532656828,32.6328125
1736212533656829,32.6015625
1736212534656831,32.6171875
1736212535656832,32.6328125
1736212536656834,32.6328125
1736212537656836,32.6328125
1736212538656837,32.625
1736212539656839,32.625
1736212540656840,32.6328125
1736212541656842,32.625
1736212542656844,32.625
1736212543656845,32.6484375
1736212544656847,32.640625
1736212545656848,32.640625
1736212546656850,32.6484375
1736212547656852,32.640625
1736212548656854,32.640625
1736212549656855,32.6328125
1736212550656857,32.6328125
1736212551656858,32.6484375
1736212552656860,32.6484375
1736212553656862,32.6328125
1736212554656863,32.6484375
1736212555656865,32.640625
1736212556656866,32.6484375
1736212557656868,32.6484375
1736212558656870,32.640625
1736212559656871,32.6484375
1736212560656873,32.640625
1736212561656874,32.6171875
1736212562656876,32.6484375
1736212563656878,32.6484375
1736212564656879,32.625
1736212565656881,32.6484375
1736212566656882,32.6484375
1736212567656884,32.640625
1736212568656886,32.65625
1736212569656887,32.65625
1736212570656889,32.6484375
1736212571656890,32.6328125
1736212572656892,32.6484375
1736212573656894,32.6484375
1736212574656895,32.65625
1736212575656897,32.6484375
1736212576656898,32.65625
1736212577656900,32.6484375
1736212578656902,32.640625
1736212579656903,32.6640625
1736212580656905,32.6484375
1736212581656906,32.6484375
1736212582656908,32.6484375
1736212583656910,32.6484375
