systolic_peak_timestamp
1736211473655125000
1736211474067103084
1736211474667091373
1736211475673125000
1736211476747389048
1736211477773103601
1736211478549758358
1736211479289456470
1736211480173125000
1736211480907503139
1736211481721774624
1736211482818196912
1736211483650125000
1736211484501125000
1736211485288171002
1736211486244125000
1736211487221125000
1736211488424125000
1736211489275125000
1736211490200856543
1736211491041125000
1736211491924125000
1736211492807125000
1736211493770220362
1736211494600421860
1736211495561797971
1736211496536002114
1736211497417125000
1736211498313297268
1736211499198125000
1736211499970150137
1736211500846125000
1736211501737125000
1736211502863602672
1736211503650420112
1736211504651160069
1736211505580527058
1736211506610164021
1736211507572125000
1736211508549125000
1736211509603125000
1736211510668683401
1736211511580125000
1736211512502125000
1736211513685571486
1736211514854408376
1736211516064132504
1736211516760631574
1736211517419660355
1736211518143125000
1736211519323143023
1736211520236125000
1736211521158125000
1736211522541125000
1736211523944496692
1736211524730467799
1736211525981393851
1736211526626408997
1736211527532125000
1736211528169852928
1736211529221923248
1736211530015487951
1736211530800669244
1736211531770151156
1736211532449902216
1736211533518866861
1736211534463017058
1736211535344801246
1736211536324604307
1736211536952513535
1736211538107741947
1736211538721590940
1736211539476814194
1736211540273007571
1736211541251237227
1736211542139197277
1736211542958378548
1736211543783112251
1736211544605525381
1736211545412216504
1736211546359994682
1736211547958310494
1736211549392125000
1736211550275125000
1736211551171618761
1736211551945174593
1736211552729569879
1736211553633671290
1736211554591426430
1736211555486518955
1736211556283466343
1736211557162310368
1736211558047396214
1736211558826065722
1736211559862125000
1736211560192297984
1736211561056125000
1736211561497853071
1736211562363070800
1736211563386747114
1736211564568037490
1736211565468741174
1736211566457177594
1736211567320457444
1736211568249117917
1736211569434560757
1736211569913157918
1736211570761272345
1736211571536849938
1736211572280822338
1736211573116950812
1736211573975793982
1736211574758711013
1736211575531831802
1736211576308661474
1736211577032632729
1736211577762493281
1736211578490639402
1736211579226887802
1736211579970552158
1736211580722407610
1736211581462316508
1736211582138795663
1736211582860635391
1736211583592163742
1736211584940125000
1736211585716622679
1736211586557258478
1736211587301721126
1736211588102287075
1736211588932182935
1736211589811818027
1736211590679144555
1736211591554458038
1736211592442652728
1736211593448162720
1736211594915022552
1736211596137274326
1736211596896496774
1736211597818573384
1736211598814370047
1736211599637654990
1736211600485980060
1736211601315240013
1736211602315330151
1736211603272508210
1736211604182731599
